corpus_id,venue_class,journal,issn,sample_year,first_publication_date,issue_publication_year,title,doi,pmid,pmcid,topic,topic_basis,document_type,language,publication_status,oa_status,full_text_status,analysis_level,article_type_jats,introduction_mode,results_mode,methods_mode,discussion_mode,title_words,abstract_words,full_text_body_words,pubmed_verification,pubmed_title_similarity,crossref_verification,crossref_title_similarity,crossref_type,pmc_xml_sha256,metadata_sources,text_source,doi_url,pubmed_url,pmc_url
ART-052,flagship_broad,Science,0036-8075,2021,2021-06-08,2021,Senolytics reduce coronavirus-related mortality in old mice.,10.1126/science.abe4832,34103349,PMC8607935,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,7,157,7797,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,3d5e88d45cc7d5b767865ddb5865b748360e2d441787518ee2906ac8e2dca85f,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abe4832,https://pubmed.ncbi.nlm.nih.gov/34103349/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8607935/
ART-053,flagship_broad,Science,0036-8075,2021,2021-06-22,2021,Chimeric spike mRNA vaccines protect against Sarbecovirus challenge in mice.,10.1126/science.abi4506,34214046,PMC8899822,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,not_flagged_oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,methods_not_identified,explicit_discussion_section,10,145,2958,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,eb8fb44578912e48a50dc55b3f665aab34ff73b25e27f06e48ac5b293c6ac15d,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abi4506,https://pubmed.ncbi.nlm.nih.gov/34214046/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8899822/
ART-054,flagship_broad,Science,0036-8075,2021,2021-09-17,2021,Immune correlates of protection by mRNA-1273 vaccine against SARS-CoV-2 in nonhuman primates.,10.1126/science.abj0299,34529476,PMC8449013,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,14,141,6783,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,57073b9832d7f3953d5e260632530262592e43554a8a020892584079d21b6d32,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abj0299,https://pubmed.ncbi.nlm.nih.gov/34529476/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8449013/
ART-055,flagship_broad,Science,0036-8075,2022,2022-01-14,2022,Impact of community masking on COVID-19: A cluster-randomized trial in Bangladesh.,10.1126/science.abi9069,34855513,PMC9036942,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,12,128,9348,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,8440725bee493c6dac7843e6445cd4eb3262bde9f0eca980638d2d4c11511d89,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abi9069,https://pubmed.ncbi.nlm.nih.gov/34855513/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9036942/
ART-056,flagship_broad,Science,0036-8075,2022,2022-01-25,2022,Structural basis of SARS-CoV-2 Omicron immune evasion and receptor engagement.,10.1126/science.abn8652,35076256,PMC9427005,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,not_flagged_oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,inferred_closing_paragraphs,11,124,2697,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,9ccc09bceb1f853f2b30a3b112194f1e530e1b52148ce9c6b2e13596606e42d1,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abn8652,https://pubmed.ncbi.nlm.nih.gov/35076256/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9427005/
ART-057,flagship_broad,Science,0036-8075,2022,2022-02-08,2022,Rapid increase in Omicron infections in England during December 2021: REACT-1 study.,10.1126/science.abn8347,35133177,PMC8939772,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,inferred_closing_paragraphs,13,144,2401,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,d377e6e349a84ab92673afbdcfdf2aeee51db4487c48d6ab2a18b348849e7dc5,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abn8347,https://pubmed.ncbi.nlm.nih.gov/35133177/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8939772/
ART-058,flagship_broad,Science,0036-8075,2022,2022-02-24,2022,Minimizing treatment-induced emergence of antibiotic resistance in bacterial infections.,10.1126/science.abg9868,35201862,PMC7612469,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,inferred_closing_paragraphs,9,143,2560,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,38ce17b9c450810dc8a65af276022434f183b8a4f17cd2adf298b22fb73c04c7,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abg9868,https://pubmed.ncbi.nlm.nih.gov/35201862/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612469/
ART-059,flagship_broad,Science,0036-8075,2023,2023-03-30,2023,Cytosolic antibody receptor TRIM21 is required for effective tau immunotherapy in mouse models.,10.1126/science.abn1366,36996217,PMC7614512,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,14,124,2548,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,cc58c60a805d2eb9bb9fface69df27c8d75bedb49021de26cc7dab92318b6b43,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.abn1366,https://pubmed.ncbi.nlm.nih.gov/36996217/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7614512/
ART-060,flagship_broad,Science,0036-8075,2023,2023-04-20,2023,Syncytial nerve net in a ctenophore adds insights on the evolution of nervous systems.,10.1126/science.ade5645,37079688,PMC7617566,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,14,118,2662,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,c1022a0c6b094e522a8da5d3da3a7804867561c27689c47d2102de01bccd66e1,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.ade5645,https://pubmed.ncbi.nlm.nih.gov/37079688/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7617566/
ART-061,flagship_broad,Science,0036-8075,2023,2023-08-04,2023,The genetic legacy of African Americans from Catoctin Furnace.,10.1126/science.ade4995,37535739,PMC10958645,multidisciplinary_science,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,9,126,6140,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,fe0747a9aab5ba1e2f8297bd3c61a78a1fbc4b5e326fa20c41b93c11444f6c1f,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.ade4995,https://pubmed.ncbi.nlm.nih.gov/37535739/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10958645/
ART-062,flagship_broad,Science,0036-8075,2023,2023-11-03,2023,Sex-biased gene expression across mammalian organ development and evolution.,10.1126/science.adf1046,37917687,PMC7615307,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,9,126,6555,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,399ef3072ca9d34ff56739f4fa5a4f50f228ca7c2c5ffdbc96f5ff3edb6b49dc,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adf1046,https://pubmed.ncbi.nlm.nih.gov/37917687/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7615307/
ART-063,flagship_broad,Science,0036-8075,2024,2024-03-14,2024,Sister chromatid cohesion establishment during DNA replication termination.,10.1126/science.adf0224,38484038,PMC7615807,computation_and_ai,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,methods_not_identified,explicit_discussion_section,8,128,3134,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,50032abc100aa62779d52f0436be93ff65e804bf087c7f83ee7c6b141e65acdb,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adf0224,https://pubmed.ncbi.nlm.nih.gov/38484038/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7615807/
ART-064,flagship_broad,Science,0036-8075,2024,2024-04-25,2024,Vitamin D regulates microbiome-dependent cancer immunity.,10.1126/science.adh7954,38662827,PMC7615937,immunology_and_inflammation,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,6,130,4967,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,06097ebdbb599ae739817efb0bf2a3cc7f081a41683aecbd2360b34930b64edb,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adh7954,https://pubmed.ncbi.nlm.nih.gov/38662827/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7615937/
ART-065,flagship_broad,Science,0036-8075,2024,2024-06-28,2024,Mef2d potentiates type-2 immune responses and allergic lung inflammation.,10.1126/science.adl0370,38935708,PMC7616247,immunology_and_inflammation,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,12,142,11415,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,d58ab4879a52685b2ab97d40530e560b51cca9cc3eb6dfcc8c7967617ff972f6,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adl0370,https://pubmed.ncbi.nlm.nih.gov/38935708/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7616247/
ART-066,flagship_broad,Science,0036-8075,2024,2024-07-18,2024,Structure-guided discovery of ancestral CRISPR-Cas13 ribonucleases.,10.1126/science.adq0553,39024377,PMC12165695,infectious_disease,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,inferred_closing_paragraphs,7,140,3011,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,524debf6d5f43c8754630cab46a958b2d54cd2864eb68cd7685baec01a117bc3,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adq0553,https://pubmed.ncbi.nlm.nih.gov/39024377/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12165695/
ART-067,flagship_broad,Science,0036-8075,2025,2025-03-28,2025,Hedonic eating is controlled by dopamine neurons that oppose GLP-1R satiety.,10.1126/science.adt0773,40146831,PMC12009138,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,13,126,12142,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,5e3856c98769a13df8a0d9ac6e284a0c68d85a92d40c36d7068a4a30460376a1,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adt0773,https://pubmed.ncbi.nlm.nih.gov/40146831/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12009138/
ART-068,flagship_broad,Science,0036-8075,2025,2025-04-03,2025,Tissue-like multicellular development triggered by mechanical compression in archaea.,10.1126/science.adu0047,40179183,PMC7617734,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,inferred_closing_paragraphs,9,123,4017,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,a86acce3f274a292b576b80b42db14f0f8dc5cc95368e0f7a813edac8ca0e65a,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adu0047,https://pubmed.ncbi.nlm.nih.gov/40179183/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7617734/
ART-069,flagship_broad,Science,0036-8075,2025,2025-05-01,2025,Dimensionality reduction simplifies synaptic partner matching in an olfactory circuit.,10.1126/science.ads7633,40310920,PMC12614222,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,10,122,3216,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,9fecdc60181c2b037d1326520142389dfc38fbc8448838715ba95965a852c6f3,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.ads7633,https://pubmed.ncbi.nlm.nih.gov/40310920/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12614222/
ART-070,flagship_broad,Science,0036-8075,2025,2025-05-22,2025,Ancient Borrelia genomes document the evolutionary history of louse-borne relapsing fever.,10.1126/science.adr2147,40403067,PMC7617810,genomics_and_gene_regulation,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,explicit_methods_section,explicit_discussion_section,11,123,6332,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,2dad6a7acca11005d18fa33fba4104b858b199c07101ee6f8945c1c0a32a4428,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adr2147,https://pubmed.ncbi.nlm.nih.gov/40403067/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7617810/
ART-071,flagship_broad,Science,0036-8075,2025,2025-08-14,2025,"Platelets sequester extracellular DNA, capturing tumor-derived and free fetal DNA.",10.1126/science.adp3971,40811534,PMC7618233,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,10,123,12811,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,11e578d738f3ab084d4cbd95c0edd98d9383ed0683a4f8242c405cb4e624d2d8,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adp3971,https://pubmed.ncbi.nlm.nih.gov/40811534/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7618233/
ART-072,flagship_broad,Science,0036-8075,2026,2026-02-12,2026,A small polymerase ribozyme that can synthesize itself and its complementary strand.,10.1126/science.adt2760,41678588,PMC7618777,materials_and_condensed_matter,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,12,128,4303,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,f16d99b022da4cb41880d2c7acb9588ced9a7e9e2471c4900ed8b7e1b14edcd7,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adt2760,https://pubmed.ncbi.nlm.nih.gov/41678588/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7618777/
ART-073,flagship_broad,Science,0036-8075,2026,2026-04-09,2026,Hyaluronic acid and tissue mechanics orchestrate mammalian digit tip regeneration.,10.1126/science.ady3136,41955369,PMC7619039,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,methods_not_identified,explicit_discussion_section,10,127,4433,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,5484d77fcddb07f85097872ed67850d5efe1e864d90e693f64adc42d1d3523a7,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.ady3136,https://pubmed.ncbi.nlm.nih.gov/41955369/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7619039/
ART-074,flagship_broad,Science,0036-8075,2026,2026-05-14,2026,Rewiring STAT signaling from the cell surface with Trikine immunotherapeutics.,10.1126/science.adx9954,41712697,PMC12963926,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,10,149,14544,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,d5f48ab49e925747d047846097ff1614471340f8212ffc7d624d722f441d2fc1,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.adx9954,https://pubmed.ncbi.nlm.nih.gov/41712697/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12963926/
ART-075,flagship_broad,Science,0036-8075,2026,2026-05-21,2026,Microglia Rank signaling regulates GnRH neuronal function and the hypothalamic-pituitary-gonadal axis.,10.1126/science.aeb6999,41818388,PMC7619046,neuroscience,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,11,122,11275,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,e728ff827f38a8a20c469528f1a35f7f133e9d10730c83fe2421aefee8faefdb,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1126/science.aeb6999,https://pubmed.ncbi.nlm.nih.gov/41818388/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7619046/
ART-076,field_selective,Nature Materials,1476-1122,2021,2021-02-08,2021,Ultrafast control of magnetic interactions via light-driven phonons.,10.1038/s41563-021-00922-7,33558717,PMC7610706,materials_and_condensed_matter,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,inferred_closing_paragraphs,8,142,3280,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,e0fed5ca41401a5acc00ea77665d521b805689ae58868ae1bac3a1955c212c0b,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-021-00922-7,https://pubmed.ncbi.nlm.nih.gov/33558717/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7610706/
ART-077,field_selective,Nature Materials,1476-1122,2021,2021-02-18,2021,Coupled liquid crystalline oscillators in Huygens' synchrony.,10.1038/s41563-021-00931-6,33603183,PMC7612044,materials_and_condensed_matter,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,inferred_closing_paragraphs,7,147,3593,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,517220e9daa2f4c690c12d32de6b17bfae27085f6714bbe8d5544044a9e0755e,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-021-00931-6,https://pubmed.ncbi.nlm.nih.gov/33603183/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612044/
ART-078,field_selective,Nature Materials,1476-1122,2021,2021-07-15,2021,Microenvironment-triggered multimodal precision diagnostics.,10.1038/s41563-021-01042-y,34267368,PMC12341765,oncology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,explicit_discussion_section,4,158,6819,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,fcd94864ed3557ebc3741205cbf450971bdd985c2f99588a19391d22ea7217b9,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-021-01042-y,https://pubmed.ncbi.nlm.nih.gov/34267368/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12341765/
ART-079,field_selective,Nature Materials,1476-1122,2021,2021-09-13,2022,A microenvironment-inspired synthetic three-dimensional model for pancreatic ductal adenocarcinoma organoids.,10.1038/s41563-021-01085-1,34518665,PMC7612137,cell_and_developmental_biology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,explicit_section,explicit_results_section,explicit_methods_section,explicit_discussion_section,10,148,12673,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,27ee11b4115fbe4a2e00de27e30564fc563349e0159f9fdc29a9221c762e2447,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-021-01085-1,https://pubmed.ncbi.nlm.nih.gov/34518665/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7612137/
ART-080,field_selective,Nature Materials,1476-1122,2022,2022-02-28,2022,"Superconductivity in (Ba,K)SbO3.",10.1038/s41563-022-01203-7,35228661,PMC9156407,chemistry_and_catalysis,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,inferred_finding_sections,explicit_methods_section,inferred_closing_paragraphs,6,167,4154,verified_exact_doi_title_type_language_abstract,0.9836,verified_exact_doi_title_match,1.0,journal-article,b0057eb065e9ca1d22d4ff78f59687358f6bc74766973b323174acd00e8a2018,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-022-01203-7,https://pubmed.ncbi.nlm.nih.gov/35228661/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9156407/
ART-081,field_selective,Nature Materials,1476-1122,2022,2022-05-23,2022,STING agonist delivery by tumour-penetrating PEG-lipid nanodiscs primes robust anticancer immunity.,10.1038/s41563-022-01251-z,35606429,PMC9156412,oncology,title_abstract_keyword_heuristic,original_research_article,English,published_or_ahead_of_print_indexed,oa,pmc_jats_retrieved,title_plus_pubmed_abstract_plus_pmc_jats_full_text,research-article,inferred_opening_paragraphs,explicit_results_section,explicit_methods_section,explicit_discussion_section,11,145,7776,verified_exact_doi_title_type_language_abstract,1.0,verified_exact_doi_title_match,1.0,journal-article,712fb2cab3fe76263fa95015dd14c5f83baaffa327ad682e448f71d9096eba05,Europe PMC; NCBI PubMed E-utilities; Crossref,PMC JATS XML via Europe PMC (transient analysis; text not stored),https://doi.org/10.1038/s41563-022-01251-z,https://pubmed.ncbi.nlm.nih.gov/35606429/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9156412/
