venue,family,sample_from,sample_to,publication_year,openalex_id,doi,title,title_words,abstract_words,abstract_sentences,abstract_sha256,sentence_word_lengths,title_has_colon,title_has_question,title_has_acronym,uses_first_person,contains_numeric_evidence,strong_verb_count,hedge_count,first_sentence_move,final_sentence_move,move_context,move_gap_or_problem,move_contribution,move_result,move_implication,move_limitation_or_boundary
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7131406260,https://doi.org/10.1038/s41586-026-10169-4,"Human hippocampal neurogenesis in adulthood, ageing and Alzheimer’s disease",10,264,11,44373814bc06342936c3bb5bf84c614e7d4bdd6e9fc3580480211ecbdeb6aef9,19;25;15;39;38;10;41;15;18;20;24,False,False,False,True,True,5,2,gap_or_problem,other,False,True,True,False,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4417436018,https://doi.org/10.1038/s41586-025-09806-1,The global hydrogen budget,4,282,13,aeedf7b97600cd8168332f23dc7f9d7e3effe792d1209f90707baa3f900e4a1a,14;23;2;18;18;25;30;10;23;30;25;39;25,False,False,False,True,True,0,0,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7161055766,https://doi.org/10.1038/s41586-026-10626-0,Stereoelectronic manipulation of ligands for perovskite solar cells,8,147,7,cf0f77016ddca7a139ad04950d118d2dcbc96fa82078c87938b405cec35348e6,0;20;20;39;24;22;22,False,False,False,True,True,2,0,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4407722099,https://doi.org/10.1038/s41586-025-08586-y,Clonal driver neoantigen loss under EGFR TKI and immune selection pressures,11,249,10,8857ae060124c0e529dac23249926cd52794229bdd79e1e2445a1f46dfb9a1ad,20;34;19;20;25;19;28;27;34;23,False,False,True,True,True,3,5,other,other,False,True,False,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4416956235,https://doi.org/10.1038/s41586-025-09747-9,Computational enzyme design by catalytic motif scaffolding,7,204,10,ad343dce245bb10b62079147d16ecdc7cfda84b0953607e78a855bc6a62e2dd8,21;14;23;17;25;25;26;13;15;25,False,False,False,True,True,4,1,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4405965273,https://doi.org/10.1038/s41586-024-08309-9,Learning the fitness dynamics of pathogens from phylogenies,8,191,8,127f0a1b423514d83ebffc6b2b9396a6f03d1c71c0634e32e3ac2200645dfd14,28;23;29;36;26;15;10;24,False,False,False,True,True,2,0,other,other,False,True,True,True,False,False
Nature,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4402220807,https://doi.org/10.1038/s41586-024-07993-x,Early intermittent hyperlipidaemia alters tissue macrophages to fuel atherosclerosis,9,232,11,256d161dc8addd89950f1ab0425cda50e2a2bb56d38ab01fe6677f062ab48821,12;34;10;12;31;16;17;23;28;36;13,False,False,False,True,True,6,0,context,other,True,True,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4408181347,https://doi.org/10.1126/science.ads8412,Structural mechanism of LINE-1 target-primed reverse transcription,8,149,6,20d54ffff9818d866cdecc0b3e822961f55888856cc8176c7f296882f46b98c0,16;20;40;15;29;29,False,False,True,True,True,1,1,other,other,False,False,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4403294414,https://doi.org/10.1126/science.adl5767,Hidden comet tails of marine snow impede ocean-based carbon sequestration,10,125,6,39ffa2c53029b0677de146a5f2bcb8dddd141d0e392765981bb4d9f2445d148d,19;25;23;17;13;28,False,False,False,True,False,3,0,other,other,False,True,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4409176632,https://doi.org/10.1126/science.adt3417,Strain-induced rubidium incorporation into wide-bandgap perovskites reduces photovoltage loss,9,134,5,a9062c1ee7f372827f88e8dec4b0f349183925ac87e8646eb1251d5f55bf519d,23;28;15;28;40,False,False,False,True,True,0,1,other,other,False,False,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4406201665,https://doi.org/10.1126/science.adu7471,Grazing can reduce wildfire risk amid climate change,8,104,4,a82db72ca2c161d5927745ebb478980faea468c7840273a56734e0b22160c71c,23;46;18;17,False,False,False,True,False,1,1,other,contribution,False,True,True,False,True,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413980040,https://doi.org/10.1126/science.adx5963,Spin-selective transport through chiral ferromagnetic nanohelices,6,113,6,8eb80f462d2e9903b714c3d25bdc00d98b5a88638df73432e73e47b71b9a6285,18;24;14;19;22;16,False,False,False,True,False,3,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7133790271,https://doi.org/10.1126/science.aec9417,Ferroelectricity in atomic-scale titanium dioxide dielectric films,7,123,5,e85788b1e4ed9f7f49a17b8ac72cffaf1d2beffa2bad8dbcc017ce4d572a2f58,11;33;14;22;43,False,False,False,True,True,2,1,other,other,False,False,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4415970755,https://doi.org/10.1126/science.adk6662,Repair of DNA double-strand breaks leaves heritable impairment to genome function,11,125,5,8e87d929419dcb4fd8d81eebb9987658137fe735bd39527da20367564c1cc4ac,17;22;39;20;27,False,False,True,True,False,2,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4409176425,https://doi.org/10.1126/science.adx8118,Don’t quit the long game,6,114,6,d4a7233e49caaebc2bb75955dc81c3f05a105337dacd80f5b06caddaecffadec,30;20;19;12;16;17,False,False,False,False,False,1,0,other,other,False,True,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4393951898,https://doi.org/10.1126/science.adj8175,Pseudo-nanostructure and trapped-hole release induce high thermoelectric performance in PbTe,10,126,6,687d3462a830f997585650457d67c1111214b08dd2c32c493f3fdef911af5215,12;20;37;24;20;13,False,False,False,True,True,5,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4415707448,https://doi.org/10.1126/science.adz1705,Direct estimation of earthquake source properties from a single CCTV camera,11,143,6,4acca4b35270a313f2df3862cc7c14bb7692f149266d50f1bedcddcadb0d8942,29;27;18;34;16;19,False,False,True,True,True,3,0,contribution,other,False,False,True,True,True,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4417076221,https://doi.org/10.1126/science.adv6588,Multiscale structure of chromatin condensates explains phase separation and material properties,11,122,6,64c3c43b0646a3f2754469b8f0dfd5ea669e84fbe0dfffea5e35853aeab16838,13;24;25;24;16;20,False,False,False,True,False,1,0,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7170149710,https://doi.org/10.1126/science.ady6893,Single-cell multiomics and chromatin structure reveal gene-regulatory dynamics in heart failure,11,116,5,a745b1204a7f3661cae05838b1a90f6535eed4340d0419c0217d7524320ecfeb,20;26;19;23;28,False,False,False,True,True,3,1,gap_or_problem,implication,False,True,True,False,True,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4390590942,https://doi.org/10.1126/science.adj3347,Molecular insights into atypical modes of β-arrestin interaction with seven transmembrane receptors,12,142,4,37567615d54ae2f5000848b348c302a380473ea92481b5df4bcef6c0e0eff11a,28;41;46;27,False,False,False,True,True,1,0,other,other,False,False,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4396948754,https://doi.org/10.1126/science.adl3835,How power shapes behavior: Evidence from physicians,7,130,8,c1ee1b9c3cfc4c46ac273e825aa0b57ccf8787fd528eee5fc1a6dd1a59ab3e29,9;24;29;26;6;13;8;15,True,False,False,True,True,1,1,other,implication,False,True,False,False,True,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7126034005,https://doi.org/10.1126/science.aeb3637,Lithographic crystallinity regulation in additive fabrication of thermoplastics (CRAFT),9,128,5,c28fe730306ab3cd4732ae1fc4a0948b5eb9b3196fb0ec98bf5755d3038b9886,21;21;20;35;31,False,False,True,True,False,2,0,other,other,False,True,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W4415254728,https://doi.org/10.1126/science.aeb2271,Device-scaling constraints imposed by the van der Waals gap formed in two-dimensional materials,13,125,6,0228e8d398f57db9cde143f728027626689c59efbc1b4e51d93624ed0414ea73,14;38;19;13;21;20,False,False,False,True,False,1,0,other,other,False,True,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4404349916,https://doi.org/10.1126/science.adl0149,Synchronous recognition of amines in oxidative carbonylation toward unsymmetrical ureas,10,99,5,a62cb0381740507645eeb79de163aa204812497d948edf357271b46428b763ed,10;18;24;22;25,False,False,False,True,True,1,0,other,other,False,True,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7165202915,https://doi.org/10.1126/science.aed1111,Ultrathin polymer membranes with locked intrinsic microporosity for hydrocarbon fractionation,10,124,5,497488a8ab533ca5995c5ac854694c0bf35dbd3a5b167abea5332f028022c264,26;19;30;29;20,False,False,False,True,True,2,0,other,other,False,False,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4407764688,https://doi.org/10.1126/science.adq2679,A neural basis for prosocial behavior toward unresponsive individuals,9,126,6,710d37fc4cd354cb1a04d865b377be065cd1b6e493b8445002da568477699dce,15;15;35;23;24;14,False,False,False,True,False,3,1,other,other,False,False,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7155352844,https://doi.org/10.1126/science.aea0552,A cell-nonautonomous heme acquisition pathway enables erythroid hemoglobinization under stress,10,130,7,30678be01beeb7e87466b10be409bfaee17052b860792402d2d42db1ff60c0c5,12;19;17;35;13;17;17,False,False,False,True,True,5,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7133621352,https://doi.org/10.1126/science.ads3972,Targeting amyloid-β pathology by chimeric antigen receptor astrocyte (CAR-A) therapy,10,121,7,1d3c50e1b13416f103c8eb7af24667e11d1996429bdcbefb206118722597dc1a,20;15;17;21;22;11;15,False,False,True,True,False,5,0,other,other,False,True,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4404577918,https://doi.org/10.1126/science.adk6749,Chloronitramide anion is a decomposition product of inorganic chloramines,9,110,5,2a7ae00ad029d1065d8234dd60c553a6bb5d26b1c1526a7a36aaf244bb0f8597,19;10;18;39;24,False,False,False,True,True,1,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4406485113,https://doi.org/10.1126/science.adv8836,Don’t pretend COVID-19 didn’t happen,8,126,5,d004ad1631985e2632976634230ed17bc5437aa3a68b2700d5e157c4a4498672,29;26;30;21;20,False,False,True,False,True,0,1,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413140930,https://doi.org/10.1126/science.adp5831,Cross-species implementation of an innate courtship behavior by manipulation of the sex-determinant gene,13,128,5,74f0d8b8ef57258a722d886f6f79d80079db8a803125b4bcc638d8b53c5ba1d8,25;8;29;36;30,False,False,False,True,False,3,1,other,other,False,False,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413395201,https://doi.org/10.1126/science.adv4939,Vegetation changes the trajectory of river bends,7,137,7,a406dc4a2d4f366d2daffe31986944a20934a884bf4e582f6973d74bb510f6fc,17;28;13;21;15;31;12,False,False,False,True,True,1,1,other,other,False,True,True,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414321788,https://doi.org/10.1126/science.ads6552,Functional maps of a genomic locus reveal confinement of an enhancer by its target gene,15,126,6,090fa20fca5e355f322f67527984044295be2594ebdcd5f74cf282a02bded881,20;28;22;12;17;27,False,False,False,True,True,2,0,gap_or_problem,other,False,True,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4403718858,https://doi.org/10.1126/science.adq4147,Topological grain boundary segregation transitions,5,139,5,83074e4ffd07c1c35e8331b5ed07f13a66c5337ff415d8d973e161c7bf5ca140,21;28;31;27;32,False,False,False,True,False,1,1,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4413139713,https://doi.org/10.1126/science.adv6675,Linalool-triggered plant-soil feedback drives defense adaptation in dense maize plantings,10,140,7,2c6869bd799c633b64ab3c0df0530244852713380ca712fd2598a3678acd13da,13;10;24;27;27;10;29,False,False,False,True,True,2,0,other,other,False,True,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7125489711,https://doi.org/10.1126/science.adw3020,"A 5500-year-old Treponema pallidum genome from Sabana de Bogotá, Colombia",11,130,5,9521bc210bc761a358dd05270a724efaabaa379a255e4813543ffbd8c125eded,21;17;23;37;32,False,False,False,True,True,0,0,other,other,False,True,False,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414759251,https://doi.org/10.1126/science.ads8720,Persistent eastern equatorial Pacific Ocean upwelling since the warm Pliocene,10,124,5,91f70853b524cc17fa222c2fe6f72828cd90bc99b8332cdfc4029b240c9a72ca,25;27;24;24;24,False,False,False,True,True,3,1,other,gap_or_problem,False,True,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4406440092,https://doi.org/10.1126/science.adr9713,3D polycatenated architected materials,5,146,8,bbd55f07a36215ec69a4a0fa3cd0df8b11adad93fd1037c7c80efa06fd78de85,14;17;27;16;25;14;16;17,False,False,False,True,False,1,0,other,other,False,False,True,True,False,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4392027904,https://doi.org/10.1126/science.adh2339,Arctic sea ice retreat fuels boreal forest advance,8,134,5,aa8a5faea5faeec83c313b8f654502cebc9a43d7e15b1308d3fd3e87cef76777,28;40;27;23;16,False,False,False,True,True,4,2,other,other,False,False,False,True,True,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4401414138,https://doi.org/10.1126/science.abo7579,Strengthening gold with dispersed nanovoids,5,123,5,ca4bd2e682b2f9eb3d160896a6531d34e82ca85333a1a95f5face2d33cf4bc99,17;33;17;28;28,False,False,False,True,True,2,0,gap_or_problem,other,False,True,False,False,True,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4410850941,https://doi.org/10.1126/science.adt3971,Conserved brain-wide emergence of emotional response from sensory experience in humans and mice,13,128,6,4efecdca00a32a631fb1d39a2042b6bcaaed816c82325735022ef073019ff87e,15;21;25;26;19;22,False,False,False,True,False,1,2,context,other,True,False,False,False,True,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7168791117,https://doi.org/10.1126/science.adx9264,Direct interaction of Vδ7 TCRs with IL17RA drives the differentiation of T H 1-like γδT cells,20,147,5,bae0646c29ebbf3264f2ea56ebfd41c2840642cfa52a4ab5fdbee493ab272ba2,27;20;38;36;26,False,False,False,True,True,1,2,other,implication,False,True,True,False,True,False
Science,journal,2024-01-01,2026-08-30,2024,https://openalex.org/W4400525808,https://doi.org/10.1126/science.adr5866,Stop H5N1 influenza in US cattle now,10,160,7,51b225121b57a9172daa37b4822ec79a23a7acd69ca9505b8ad21c6c572b0ba3,25;48;22;21;12;19;13,False,False,True,False,True,0,0,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4414761660,https://doi.org/10.1126/science.adq2541,Lithium-ion intercalation by coupled ion-electron transfer,6,89,3,739e20826bc58d3bc56a7f052c2f5b39309c1fd68db0f21ac4e7092f4089616e,10;31;48,False,False,False,True,False,1,1,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2026,https://openalex.org/W7163581829,https://doi.org/10.1126/science.aed3197,Fires reverse progress toward ozone air quality standards in the United States,12,146,7,5f2b107f6083a33f809d5bba957957907412faad21780cf3a3c5ce7aa47c51ea,14;18;36;15;24;22;17,False,False,False,True,True,1,0,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4415482186,https://doi.org/10.1126/science.adx7825,Heat-driven functional extinction of Caribbean Acropora corals from Florida’s Coral Reef,12,131,6,d2f58c28f43790603b8f28a3948d7fdce0b8c64e987bebbcf6bc9207ed3703b9,20;25;26;19;13;28,False,False,False,True,True,1,0,other,other,False,False,False,False,False,False
Science,journal,2024-01-01,2026-08-30,2025,https://openalex.org/W4417076432,https://doi.org/10.1126/science.adx8706,A diminutive tyrannosaur lived alongside Tyrannosaurus rex,7,114,4,23b62cbc09be2f8cc8f69ce3153a3cb12eca8e2d84bd67272c6bc88e121a5aa9,16;35;16;47,False,False,False,True,True,1,1,other,other,False,False,False,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7139035119,https://doi.org/10.1609/aaai.v40i47.41528,Bot Blitz: A Scalable Hands-On Workshop for Teaching AI and Robotics Concepts Through Narrative-Driven Problem Solving,16,112,4,ce43a606a7f6336f7e7cd67ffe9f6dad0711d2ea290b22ec90090ae9ebb04afc,32;28;35;17,True,False,True,True,True,1,0,other,other,False,False,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138022131,https://doi.org/10.1609/aaai.v40i23.38990,Enumerating Minimal Unsatisfiable Cores of LTLf Formulae,7,133,5,da82f1651e3413e91d41a2c40d2f32fbecb30b0c499c1112260c0fbddb51730b,22;37;15;37;22,False,False,False,True,False,1,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409381863,https://doi.org/10.1609/aaai.v39i28.35158,Exploring the Efficacy of Multi-Agent Reinforcement Learning for Autonomous Cyber Defence: A CAGE Challenge 4 Perspective,16,152,9,ed66422940865e5a0cffb77748e23954c3e03c5a0c0a565bab54035f071b37ff,19;12;12;20;16;18;20;16;19,True,False,True,True,False,2,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7137811160,https://doi.org/10.1609/aaai.v40i4.37224,"Complex Mathematical Expression Recognition: Benchmark, Large-Scale Dataset and Strong Baseline",10,226,9,d2a0d24598604f7c3e23f2e8e1ecc6229695aa1e1bd9229c5544de8f0771caae,30;22;18;35;22;18;41;21;19,True,False,False,True,True,3,0,gap_or_problem,result,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138854482,https://doi.org/10.1609/aaai.v40i48.42155,Multimodal Tabular Data Learning,4,149,6,978fd69d25262a3c1b1258f208fc4a4eb5fd046a0c11da5db6f7c56cdb07bb64,19;28;19;23;25;35,False,False,False,True,False,1,1,context,other,True,False,False,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393148548,https://doi.org/10.1609/aaai.v38i5.28245,ViTEraser: Harnessing the Power of Vision Transformers for Scene Text Removal with SegMIM Pretraining,14,225,10,d9aca2a76e086b2e22268c96757b75602fa4a0d9603ce786a6288a51ab164f55,16;23;18;12;15;38;34;32;28;9,True,False,False,True,False,2,1,other,other,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393158799,https://doi.org/10.1609/aaai.v38i3.27955,SoftCLIP: Softer Cross-Modal Alignment Makes CLIP Stronger,7,165,7,0ee4bb8f64fcfeefee5761e6c32d6a9db8b91259a838ec745f9213aefee20fe3,14;26;35;21;31;7;31,True,False,True,True,True,4,0,other,other,False,False,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409363861,https://doi.org/10.1609/aaai.v39i24.34783,KnowPO: Knowledge-Aware Preference Optimization for Controllable Knowledge Selection in Retrieval-Augmented Language Models,12,198,8,33303f834de5c3abc33f736a304455f9c0351a0af8ac767574ca97a4305cb52c,28;26;21;29;26;29;15;24,True,False,False,True,True,2,2,other,result,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138865489,https://doi.org/10.1609/aaai.v40i45.41223,Can LLMs Truly Embody Human Personality? Analyzing AI and Human Behavior Alignment in Dispute Resolution,15,206,9,74f8061135021aa1a9a0739aa2d7100a1fca9f63c7bbcf8d21d7c825d7784700,22;15;19;18;30;15;24;47;16,False,True,True,True,False,3,0,other,other,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138160797,https://doi.org/10.1609/aaai.v40i9.37621,Burst Image Quality Assessment: A New Benchmark and Unified Framework for Multiple Downstream Tasks,14,214,9,0caea0e508df5d15f556194af0739d93728c137b0994a295f4f6977c5271d63c,25;22;33;29;22;20;19;18;26,True,False,False,True,True,6,0,context,result,True,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409366682,https://doi.org/10.1609/aaai.v39i8.32953,FR²Seg: Continual Segmentation Across Multiple Sites via Fourier Style Replay and Adaptive Consistency Regularization,15,177,6,d5519794380655a0aaae8395a8807ee568155046775a750ef76ad493b4f8b9f9,36;32;28;32;33;16,True,False,False,True,False,1,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138465516,https://doi.org/10.1609/aaai.v40i1.36965,Toward Multimodal Fake News Detection by Multi-perspective Rationale Generation and Verification,11,229,8,44ed09c72427cdadcf3b512ebbd028668f071aa5a42809d4c53084200de32f72,27;16;57;19;33;17;30;30,False,False,False,True,True,2,0,other,other,False,True,True,False,True,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409366291,https://doi.org/10.1609/aaai.v39i8.32867,Hierarchical Alignment-enhanced Adaptive Grounding Network for Generalized Referring Expression Comprehension,10,242,9,66ee5d7f345dc7cc6c50910ee1ed5b0befcf34211a49dafb493a817c699de46a,14;29;24;27;22;22;26;29;49,False,False,False,True,True,4,0,contribution,result,False,False,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393147226,https://doi.org/10.1609/aaai.v38i13.29405,SimPSI: A Simple Strategy to Preserve Spectral Information in Time Series Data Augmentation,13,180,9,baea676029b60b9305cd24f98dc0c982d1c4172c075ceef9f883ec31a4f16f2f,27;18;16;19;26;18;21;20;15,True,False,False,True,False,1,1,limitation_or_boundary,other,False,True,True,True,False,True
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393159670,https://doi.org/10.1609/aaai.v38i10.28963,Generating Universal Adversarial Perturbations for Quantum Classifiers,7,172,8,c569efd4161cfdd1e7e830257e75c7ad187d0e626354393df7e788e56d1af492,26;23;22;15;15;21;24;26,False,False,False,True,False,6,0,other,other,False,False,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138299373,https://doi.org/10.1609/aaai.v40i10.37767,PMPGuard: Catching Pseudo-Matched Pairs in Remote Sensing Image–Text Retrieval,10,130,4,1c3e4e69730c98948a32a2e325162fcbf7a6182f095b0061f9eb75b5b5759d63,36;30;24;40,True,False,False,True,False,2,0,other,other,False,False,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138072261,https://doi.org/10.1609/aaai.v40i26.39351,SemanticNN: Compressive and Error-Resilient Semantic Offloading for Extremely Weak Devices,10,195,9,d87b5221cf967608b22c319e7ca733665e69aae7d7704c5ff1886846e5aae74f,31;16;15;30;26;16;18;20;23,True,False,False,True,True,3,0,other,result,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393148045,https://doi.org/10.1609/aaai.v38i7.28513,KeDuSR: Real-World Dual-Lens Super-Resolution via Kernel-Free Matching,7,259,11,af3de27fc4056c9ed962699d05dfb74bda9ea03c168119273bbc50accc6aea47,29;18;21;26;39;23;35;20;20;16;12,True,False,False,True,False,2,1,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138349941,https://doi.org/10.1609/aaai.v40i17.38438,Constraint Optimization of MicroPlate Designs,5,108,7,84c297cb1530058dfa4ad99d8573a5a52e77cd05986b4aa89186ca92fe0794fa,9;24;11;17;15;9;23,False,False,False,True,False,1,0,other,contribution,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409370003,https://doi.org/10.1609/aaai.v39i3.32292,EventPillars: Pillar-based Efficient Representations for Event Data,7,186,8,fc460f718aed6b67aba5935a88c6066fa584a928cc36452585b43e36725b3e85,17;18;21;18;17;48;27;20,True,False,False,True,True,2,0,other,other,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393154553,https://doi.org/10.1609/aaai.v38i8.28794,FacetCRS: Multi-Faceted Preference Learning for Pricking Filter Bubbles in Conversational Recommender System,12,211,8,9383ef4784973eb413360963dc18aa42061053baba93c64e2618248921299d7e,37;12;14;25;41;34;22;26,True,False,False,True,False,2,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409366076,https://doi.org/10.1609/aaai.v39i9.33016,Predicting the Original Appearance of Damaged Historical Documents,8,194,9,2dcbf45e0d24c66668d9df59abfa829088fc12e174b02d4d981bd3f8acf9c255,23;17;24;24;16;24;24;20;22,False,False,False,True,True,1,1,other,other,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2025,https://openalex.org/W4409363101,https://doi.org/10.1609/aaai.v39i24.34750,SongEditor: Adapting Zero-Shot Song Generation Language Model as a Multi-Task Editor,11,154,6,7886d278f381590f760445dee3b580ab9b3f68fafc200f41ac0330ce77b55fcd,19;38;27;17;31;22,True,False,False,True,False,2,0,other,result,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7137993280,https://doi.org/10.1609/aaai.v40i28.39486,HAP: Harmonized Amplitude Perturbation for Cross-Domain Few-Shot Learning,8,150,7,f7ea4178fff8b2483a2e127fdc18744a405a116e12ee7228cefb6a4ca0bf051c,18;16;24;12;14;35;31,True,False,True,True,False,3,0,gap_or_problem,other,False,True,True,True,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7137961542,https://doi.org/10.1609/aaai.v40i7.37437,BayesVQA: Energy-Guided Bayesian Debiasing for Language-Bias-Robust Visual Question Answering,9,192,8,cef60984340b85fdfeba83b16186ef6764b86426ce42699447d214b902fc7fea,27;18;32;17;22;19;30;27,True,False,False,True,False,2,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393153032,https://doi.org/10.1609/aaai.v38i16.29714,Balancing Humans and Machines: A Study on Integration Scale and Its Impact on Collaborative Performance,15,146,11,420a8f803949ac050c618d89bd458e2f6a257ad5edaa52e55c707fcb35953aae,16;20;22;15;5;9;10;8;14;10;17,True,False,False,True,False,2,0,other,other,False,True,False,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2026,https://openalex.org/W7138926168,https://doi.org/10.1609/aaai.v40i41.40789,LeanRAG: Knowledge-Graph-Based Generation with Semantic Aggregation and Hierarchical Retrieval,9,217,8,7e5536d594abbfcd16f24d04691c0daa06152f4fe54f19c6364adb1c2ff57f15,31;17;49;21;26;30;18;25,True,False,False,True,True,2,0,other,other,False,True,True,False,False,False
AAAI,conference,2024-01-01,2026-08-30,2024,https://openalex.org/W4393157109,https://doi.org/10.1609/aaai.v38i16.29795,Debiasing Multimodal Sarcasm Detection with Contrastive Learning,7,155,7,70c8398f68733e864813187d43eb148683e313bd9be7695306bce338918586c0,20;17;31;28;24;26;9,False,False,False,True,False,1,0,gap_or_problem,result,False,True,True,True,True,False
