record_id,title,venue,venue_type,venue_family,year,article_type,stable_id_type,stable_id,doi,official_url,metadata_url,relevance_domain,selection_reason,acceptance_status,verified_date,metadata_source
E054,The role of flow chemistry in self-driving labs,Matter,journal,CNS-family elite specialty,2025,Journal article (genre not verified),DOI,10.1016/j.matt.2025.102205,10.1016/j.matt.2025.102205,https://doi.org/10.1016/j.matt.2025.102205,https://api.crossref.org/works/10.1016%2Fj.matt.2025.102205,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E055,Machine learning in X-ray diffraction for materials discovery and characterization,Matter,journal,CNS-family elite specialty,2025,Journal article (genre not verified),DOI,10.1016/j.matt.2025.102272,10.1016/j.matt.2025.102272,https://doi.org/10.1016/j.matt.2025.102272,https://api.crossref.org/works/10.1016%2Fj.matt.2025.102272,materials-discovery-and-design,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E056,Knowledge-driven autonomous materials research via collaborative multi-agent and robotic system,Matter,journal,CNS-family elite specialty,2026,Journal article (genre not verified),DOI,10.1016/j.matt.2025.102577,10.1016/j.matt.2025.102577,https://doi.org/10.1016/j.matt.2025.102577,https://api.crossref.org/works/10.1016%2Fj.matt.2025.102577,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E057,"Toward a composable, modular laboratory ecosystem for autonomous materials research and development",Matter,journal,CNS-family elite specialty,2026,Journal article (genre not verified),DOI,10.1016/j.matt.2026.102756,10.1016/j.matt.2026.102756,https://doi.org/10.1016/j.matt.2026.102756,https://api.crossref.org/works/10.1016%2Fj.matt.2026.102756,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E058,Big-Data Science in Porous Materials: Materials Genomics and Machine Learning,Chemical Reviews,journal,field flagship,2020,Review,DOI,10.1021/acs.chemrev.0c00004,10.1021/acs.chemrev.0c00004,https://doi.org/10.1021/acs.chemrev.0c00004,https://api.crossref.org/works/10.1021%2Facs.chemrev.0c00004,materials-discovery-and-design,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E059,High-Throughput Methods in the Discovery and Study of Biomaterials and Materiobiology,Chemical Reviews,journal,field flagship,2021,Review,DOI,10.1021/acs.chemrev.0c00752,10.1021/acs.chemrev.0c00752,https://doi.org/10.1021/acs.chemrev.0c00752,https://api.crossref.org/works/10.1021%2Facs.chemrev.0c00752,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E060,High-Throughput Routes to Biomaterials Discovery,Chemical Reviews,journal,field flagship,2021,Review,DOI,10.1021/acs.chemrev.0c01026,10.1021/acs.chemrev.0c01026,https://doi.org/10.1021/acs.chemrev.0c01026,https://api.crossref.org/works/10.1021%2Facs.chemrev.0c01026,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E061,Self-Driving Laboratories for Chemistry and Materials Science,Chemical Reviews,journal,field flagship,2024,Review,DOI,10.1021/acs.chemrev.4c00055,10.1021/acs.chemrev.4c00055,https://doi.org/10.1021/acs.chemrev.4c00055,https://api.crossref.org/works/10.1021%2Facs.chemrev.4c00055,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E062,AI for Accelerated Materials Discovery: From Generative Design to Autonomous Realization,Chemical Reviews,journal,field flagship,2026,Review,DOI,10.1021/acs.chemrev.6c00154,10.1021/acs.chemrev.6c00154,https://doi.org/10.1021/acs.chemrev.6c00154,https://api.crossref.org/works/10.1021%2Facs.chemrev.6c00154,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E063,The Role of Machine Learning in the Understanding and Design of Materials,Journal of the American Chemical Society,journal,field flagship,2020,Review,DOI,10.1021/jacs.0c09105,10.1021/jacs.0c09105,https://doi.org/10.1021/jacs.0c09105,https://api.crossref.org/works/10.1021%2Fjacs.0c09105,materials-discovery-and-design,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E064,Bayesian Optimization for Multicomponent Supramolecular Systems,Journal of the American Chemical Society,journal,field flagship,2025,Journal article (genre not verified),DOI,10.1021/jacs.5c08539,10.1021/jacs.5c08539,https://doi.org/10.1021/jacs.5c08539,https://api.crossref.org/works/10.1021%2Fjacs.5c08539,molecular-and-chemical-design,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E065,Designing Polymers with Molecular Weight Distribution-Based Machine Learning,Journal of the American Chemical Society,journal,field flagship,2025,Journal article (genre not verified),DOI,10.1021/jacs.4c16325,10.1021/jacs.4c16325,https://doi.org/10.1021/jacs.4c16325,https://api.crossref.org/works/10.1021%2Fjacs.4c16325,molecular-and-chemical-design,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E066,Machine Learning-Guided Decoding Bioelectronic Signals of Photosynthetic Cyanobacterial Cells by Conducting Polymers,Journal of the American Chemical Society,journal,field flagship,2025,Journal article (genre not verified),DOI,10.1021/jacs.5c13150,10.1021/jacs.5c13150,https://doi.org/10.1021/jacs.5c13150,https://api.crossref.org/works/10.1021%2Fjacs.5c13150,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E067,Machine Learning‐Driven Biomaterials Evolution,Advanced Materials,journal,field flagship,2022,Review,DOI,10.1002/adma.202102703,10.1002/adma.202102703,https://doi.org/10.1002/adma.202102703,https://api.crossref.org/works/10.1002%2Fadma.202102703,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E068,Toward the Integration of Machine Learning and Molecular Modeling for Designing Drug Delivery Nanocarriers,Advanced Materials,journal,field flagship,2024,Review,DOI,10.1002/adma.202407793,10.1002/adma.202407793,https://doi.org/10.1002/adma.202407793,https://api.crossref.org/works/10.1002%2Fadma.202407793,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E069,Materials Informatics: Emergence to Autonomous Discovery in the Age of AI,Advanced Materials,journal,field flagship,2026,Review,DOI,10.1002/adma.202515941,10.1002/adma.202515941,https://doi.org/10.1002/adma.202515941,https://api.crossref.org/works/10.1002%2Fadma.202515941,autonomous-experimentation,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record; PubMed Review type cross-check
E070,Machine Learning‐Informed Nano Co‐Assembly Inhibits Fibroblast Activation Protein and Improves Drug Delivery in Fibrotic Tissue,Advanced Materials,journal,field flagship,2026,Journal article (genre not verified),DOI,10.1002/adma.202519805,10.1002/adma.202519805,https://doi.org/10.1002/adma.202519805,https://api.crossref.org/works/10.1002%2Fadma.202519805,biomaterials-and-biodesign,"Core panel: predefined CNS flagship, CNS-family elite specialty, or field flagship; topic matched to AI-guided materials, biomaterials, molecular/protein design, scientific data, or autonomous experimentation.",Published journal record,2026-08-30,Crossref DOI record
E071,Knowledge-Guided Domain Adaptation Model for Transferring Drug Response Prediction from Cell Lines to Patients,AAAI,conference,flagship conference,2025,Conference paper,AAAI article ID,aaai:32032,,https://ojs.aaai.org/index.php/AAAI/article/view/32032,https://ojs.aaai.org/index.php/AAAI/article/view/32032,drug-response,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E072,Analytical-Chemistry-Informed Transformer for Infrared Spectra Modeling,AAAI,conference,flagship conference,2025,Conference paper,AAAI article ID,aaai:33917,,https://ojs.aaai.org/index.php/AAAI/article/view/33917,https://ojs.aaai.org/index.php/AAAI/article/view/33917,scientific-ml,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E073,Multi-Objective Molecular Design Through Learning Latent Pareto Set,AAAI,conference,flagship conference,2025,Conference paper,AAAI article ID,aaai:34092,,https://ojs.aaai.org/index.php/AAAI/article/view/34092,https://ojs.aaai.org/index.php/AAAI/article/view/34092,molecular-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E074,BindGPT: A Scalable Framework for 3D Molecular Design via Language Modeling and Reinforcement Learning,AAAI,conference,flagship conference,2025,Conference paper,AAAI article ID,aaai:34804,,https://ojs.aaai.org/index.php/AAAI/article/view/34804,https://ojs.aaai.org/index.php/AAAI/article/view/34804,molecular-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E075,MicroVQA: A Multimodal Reasoning Benchmark for Microscopy-Based Scientific Research,CVPR,conference,flagship conference,2025,Conference paper,CVF proceedings slug,cvf:CVPR2025:Burgess_MicroVQA,,https://openaccess.thecvf.com/content/CVPR2025/html/Burgess_MicroVQA_A_Multimodal_Reasoning_Benchmark_for_Microscopy-Based_Scientific_Research_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/html/Burgess_MicroVQA_A_Multimodal_Reasoning_Benchmark_for_Microscopy-Based_Scientific_Research_CVPR_2025_paper.html,microscopy-dataset,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E076,"BIOMEDICA: An Open Biomedical Image-Caption Archive, Dataset, and Vision-Language Models Derived from Scientific Literature",CVPR,conference,flagship conference,2025,Conference paper,CVF proceedings slug,cvf:CVPR2025:Lozano_BIOMEDICA,,https://openaccess.thecvf.com/content/CVPR2025/html/Lozano_BIOMEDICA_An_Open_Biomedical_Image-Caption_Archive_Dataset_and_Vision-Language_Models_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/html/Lozano_BIOMEDICA_An_Open_Biomedical_Image-Caption_Archive_Dataset_and_Vision-Language_Models_CVPR_2025_paper.html,biomedical-dataset,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E077,Multi-modal Contrastive Learning with Negative Sampling Calibration for Phenotypic Drug Discovery,CVPR,conference,flagship conference,2025,Conference paper,CVF proceedings slug,cvf:CVPR2025:Rao_Multi-modal,,https://openaccess.thecvf.com/content/CVPR2025/html/Rao_Multi-modal_Contrastive_Learning_with_Negative_Sampling_Calibration_for_Phenotypic_Drug_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/html/Rao_Multi-modal_Contrastive_Learning_with_Negative_Sampling_Calibration_for_Phenotypic_Drug_CVPR_2025_paper.html,drug-discovery,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E078,nnWNet: Rethinking the Use of Transformers in Biomedical Image Segmentation and Calling for a Unified Evaluation Benchmark,CVPR,conference,flagship conference,2025,Conference paper,CVF proceedings slug,cvf:CVPR2025:Zhou_nnWNet,,https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_nnWNet_Rethinking_the_Use_of_Transformers_in_Biomedical_Image_Segmentation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_nnWNet_Rethinking_the_Use_of_Transformers_in_Biomedical_Image_Segmentation_CVPR_2025_paper.html,biomedical-benchmark,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E079,Space Group Equivariant Crystal Diffusion,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:697b2f31f99fb79f8a0a16e923b2471d,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/697b2f31f99fb79f8a0a16e923b2471d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/697b2f31f99fb79f8a0a16e923b2471d-Abstract-Conference.html,materials-generation,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E080,Controllable 3D Molecular Generation for Structure-Based Drug Design Through Bayesian Flow Networks and Gradient Integration,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:b6d0df730c5976ad918bbf4fb30afe7d,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b6d0df730c5976ad918bbf4fb30afe7d-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b6d0df730c5976ad918bbf4fb30afe7d-Abstract-Conference.html,molecular-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E081,From Likelihood to Fitness: Improving Variant Effect Prediction in Protein and Genome Language Models,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:bdb30687f1c2255c29b11b0b45204ebe,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bdb30687f1c2255c29b11b0b45204ebe-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bdb30687f1c2255c29b11b0b45204ebe-Abstract-Conference.html,protein-modeling,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E082,ProSpero: Active Learning for Robust Protein Design Beyond Wild-Type Neighborhoods,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:bde1c75d7d89e64d6d93dce1c68dc3d8,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bde1c75d7d89e64d6d93dce1c68dc3d8-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bde1c75d7d89e64d6d93dce1c68dc3d8-Abstract-Conference.html,protein-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E083,Steering Generative Models with Experimental Data for Protein Fitness Optimization,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:d62e65cfdba247e0cd7cac5964f9fbd9,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/d62e65cfdba247e0cd7cac5964f9fbd9-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/d62e65cfdba247e0cd7cac5964f9fbd9-Abstract-Conference.html,protein-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E084,Training a Scientific Reasoning Model for Chemistry,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:e754c82afb9bb0150bd6b71f5f49a9e6,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e754c82afb9bb0150bd6b71f5f49a9e6-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/e754c82afb9bb0150bd6b71f5f49a9e6-Abstract-Conference.html,scientific-reasoning,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E085,LLM Meets Diffusion: A Hybrid Framework for Crystal Material Generation,NeurIPS,conference,flagship conference,2025,Conference paper,NeurIPS proceedings hash,neurips:f789a628fca473e922c806657512a20f,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f789a628fca473e922c806657512a20f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/hash/f789a628fca473e922c806657512a20f-Abstract-Conference.html,materials-generation,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E086,Towards scientific discovery with dictionary learning: Extracting biological concepts from microscopy foundation models,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-donhauser25a,,https://proceedings.mlr.press/v267/donhauser25a.html,https://proceedings.mlr.press/v267/donhauser25a.html,microscopy-modeling,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E087,MF-LAL: Drug Compound Generation Using Multi-Fidelity Latent Space Active Learning,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-eckmann25a,,https://proceedings.mlr.press/v267/eckmann25a.html,https://proceedings.mlr.press/v267/eckmann25a.html,drug-discovery,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E088,A Physics-Augmented Deep Learning Framework for Classifying Single Molecule Force Spectroscopy Data,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-hua25c,,https://proceedings.mlr.press/v267/hua25c.html,https://proceedings.mlr.press/v267/hua25c.html,scientific-ml,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E089,All-atom Diffusion Transformers: Unified generative modelling of molecules and materials,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-joshi25a,,https://proceedings.mlr.press/v267/joshi25a.html,https://proceedings.mlr.press/v267/joshi25a.html,molecular-materials-generation,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E090,Aligning Protein Conformation Ensemble Generation with Physical Feedback,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-lu25b,,https://proceedings.mlr.press/v267/lu25b.html,https://proceedings.mlr.press/v267/lu25b.html,protein-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E091,Compositional Flows for 3D Molecule and Synthesis Pathway Co-design,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-shen25b,,https://proceedings.mlr.press/v267/shen25b.html,https://proceedings.mlr.press/v267/shen25b.html,molecular-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E092,LLM-Augmented Chemical Synthesis and Design Decision Programs,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-wang25ag,,https://proceedings.mlr.press/v267/wang25ag.html,https://proceedings.mlr.press/v267/wang25ag.html,chemical-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E093,Bridging Protein Sequences and Microscopy Images with Unified Diffusion Models,ICML,conference,flagship conference,2025,Conference paper,PMLR slug,pmlr:v267-zheng25e,,https://proceedings.mlr.press/v267/zheng25e.html,https://proceedings.mlr.press/v267/zheng25e.html,multimodal-protein,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E094,A Periodic Bayesian Flow for Material Generation,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:1f09e1ee5035a4c3fe38a5681cae5815,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1f09e1ee5035a4c3fe38a5681cae5815-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1f09e1ee5035a4c3fe38a5681cae5815-Abstract-Conference.html,materials-generation,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E095,Optimistic Games for Combinatorial Bayesian Optimization with Application to Protein Design,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:434743b59a2ef42d657e61e06f0dd97b,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/434743b59a2ef42d657e61e06f0dd97b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/434743b59a2ef42d657e61e06f0dd97b-Abstract-Conference.html,protein-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E096,MOOSE-Chem: Large Language Models for Rediscovering Unseen Chemistry Scientific Hypotheses,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:51fd9a7d1706023cb9f8210cc6ac357c,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/51fd9a7d1706023cb9f8210cc6ac357c-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/51fd9a7d1706023cb9f8210cc6ac357c-Abstract-Conference.html,scientific-reasoning,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E097,Multimodal Large Language Models for Inverse Molecular Design with Retrosynthetic Planning,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:6739d8df16b5bce3587ca5f18662a6aa,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/6739d8df16b5bce3587ca5f18662a6aa-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/6739d8df16b5bce3587ca5f18662a6aa-Abstract-Conference.html,molecular-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E098,Fine-Tuning Discrete Diffusion Models via Reward Optimization with Applications to DNA and Protein Design,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:771e09dd204ea339da0d8114c48afd21,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/771e09dd204ea339da0d8114c48afd21-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/771e09dd204ea339da0d8114c48afd21-Abstract-Conference.html,protein-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E099,MatExpert: Decomposing Materials Discovery By Mimicking Human Experts,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:7d6850f4c82520793f738d98a72aab9d,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/7d6850f4c82520793f738d98a72aab9d-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/7d6850f4c82520793f738d98a72aab9d-Abstract-Conference.html,materials-discovery,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
E100,Designing Mechanical Meta-Materials by Learning Equivariant Flows,ICLR,conference,flagship conference,2025,Conference paper,ICLR proceedings hash,iclr:dc96134e169de5aea1ba1fc34dfb8419,,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dc96134e169de5aea1ba1fc34dfb8419-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dc96134e169de5aea1ba1fc34dfb8419-Abstract-Conference.html,materials-design,"Core panel: accepted 2025 main-conference paper at AAAI, CVPR, NeurIPS, ICML, or ICLR; workshop, withdrawn, and submission-only records were excluded.",Official main-conference proceedings record,2026-08-30,Official conference proceedings page
