corpus_id,persistent_id,doi,pmid,pmcid,title,publication_date,year,journal,journal_abbreviation,venue_stratum,venue_selection_rationale,article_subtype,topic,language,publication_status,citation_count_at_access,selection_score,selection_terms,oa_status,actual_analysis_text_level,abstract_available,full_text_fetch_status,full_text_license_category,explicit_methods_or_search_strategy,search_evidence_locator,search_feature_confidence,databases_reporting_status,databases_reported,search_date_limits_status,search_date_limits_detail,search_terms_or_keyword_list_reported,complete_search_string_status,search_terms_summary,supplementary_search_string_reported,inclusion_exclusion_reported,screening_process_reported,deduplication_reported,prisma_reported,flow_diagram_reported,structural_writing_features,title_word_count,title_has_colon,title_is_question,abstract_word_count,abstract_sentence_count,abstract_first_person,abstract_why_now_signal,abstract_problem_or_gap_move,abstract_scope_signpost_move,abstract_synthesis_or_comparison_move,abstract_boundary_or_limitation_move,abstract_outlook_or_implication_move,fulltext_top_level_section_count,fulltext_figure_count,fulltext_table_count,fulltext_box_count,fulltext_introduction_heading,fulltext_conclusion_or_outlook_heading,fulltext_limitations_or_challenges_heading,fulltext_organization_logic,metadata_sources,crossref_status,crossref_type,crossref_title_similarity,crossref_title_match,doi_url,pubmed_url,full_text_url,access_date,coding_limit
R048,doi:10.1021/acs.chemrev.3c00705,10.1021/acs.chemrev.3c00705,38626459,PMC11086401,Polymeric Nanoparticles for Drug Delivery.,2024-04-16,2024,Chemical Reviews,Chem Rev,Materials_chemistry_reviews,field-leading chemistry review journal,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,673,32.4711,polymer; nanoparticle; nanomedicine; drug delivery; therapeutic; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=14; introduction_heading=yes; conclusion_outlook_heading=yes; figures=71; tables=4; boxes=0,5,no,no,191,7,no,yes,no,yes,no,no,no,14,71,4,0,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1021/acs.chemrev.3c00705,https://pubmed.ncbi.nlm.nih.gov/38626459/,https://europepmc.org/articles/PMC11086401,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R049,doi:10.1021/acs.chemrev.4c00697,10.1021/acs.chemrev.4c00697,41123428,PMC12616616,Unveiling the Power of Proximity of Prevalent Fe-Based Tandem Catalysts in CO 2 Hydrogenation via Modified Fischer-Tropsch: Crucial Relations toward Industrialization.,2025-10-22,2025,Chemical Reviews,Chem Rev,Materials_chemistry_reviews,field-leading chemistry review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,1,27.531,artificial intelligence; machine learning; computational; imaging,open_access_europepmc_full_text,full_text_xml,yes,success,CC_BY,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=problem_or_gap+scope_signpost; top_level_sections=8; introduction_heading=yes; conclusion_outlook_heading=yes; figures=48; tables=2; boxes=0,21,yes,no,310,10,no,yes,yes,yes,no,yes,no,8,48,2,0,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,0.997,yes,https://doi.org/10.1021/acs.chemrev.4c00697,https://pubmed.ncbi.nlm.nih.gov/41123428/,https://europepmc.org/articles/PMC12616616,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R050,doi:10.1021/acs.chemrev.5c00728,10.1021/acs.chemrev.5c00728,41950416,PMC13107388,Reactive Machine Learning Interatomic Potentials for Chemistry and Materials Science.,2026-04-08,2026,Chemical Reviews,Chem Rev,Materials_chemistry_reviews,field-leading chemistry review journal,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,2,39.1662,artificial intelligence; machine learning; neural network; generative; computational; materials; chemistry,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; top_level_sections=11; introduction_heading=yes; conclusion_outlook_heading=yes; figures=23; tables=2; boxes=0,10,no,no,196,7,yes,yes,no,yes,yes,no,yes,11,23,2,0,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1021/acs.chemrev.5c00728,https://pubmed.ncbi.nlm.nih.gov/41950416/,https://europepmc.org/articles/PMC13107388,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R051,doi:10.1038/s44222-023-00050-8,10.1038/s44222-023-00050-8,37359772,PMC10064972,Analytical device miniaturization for the detection of circulating biomarkers.,2023-03-31,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,chemistry_materials_and_sustainability,eng,aheadofprint,44,9.5689,materials,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; top_level_sections=16; introduction_heading=yes; conclusion_outlook_heading=yes; figures=5; tables=1; boxes=1,9,no,no,141,6,yes,yes,no,yes,yes,no,yes,16,5,1,1,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00050-8,https://pubmed.ncbi.nlm.nih.gov/37359772/,https://europepmc.org/articles/PMC10064972,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R052,doi:10.1038/s44222-023-00032-w,10.1038/s44222-023-00032-w,37168735,PMC9951169,Device integration of electrochemical biosensors.,2023-02-24,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,disease_immunology_and_microbiology,eng,ppublish,430,8.322,,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=problem_or_gap+scope_signpost; top_level_sections=5; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=1; boxes=2,5,no,no,125,4,yes,yes,yes,yes,no,no,no,5,4,1,2,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00032-w,https://pubmed.ncbi.nlm.nih.gov/37168735/,https://europepmc.org/articles/PMC9951169,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R053,doi:10.1038/s44222-023-00030-y,10.1038/s44222-023-00030-y,37064653,PMC9933837,Engineering cytokine therapeutics.,2023-02-16,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,bioengineering_regeneration_synthetic_biology,eng,ppublish,168,18.01,bioengineering; therapeutic; imaging; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=7; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=2; boxes=1,3,no,no,154,7,yes,no,no,yes,no,no,no,7,4,2,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00030-y,https://pubmed.ncbi.nlm.nih.gov/37064653/,https://europepmc.org/articles/PMC9933837,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R054,doi:10.1038/s44222-023-00027-7,10.1038/s44222-023-00027-7,37064657,PMC9903289,Functional bioengineered models of the central nervous system.,2023-02-07,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,chemistry_materials_and_sustainability,eng,ppublish,27,15.9107,drug discovery; materials; cell biology,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+synthesis_or_comparison+outlook_or_implication; top_level_sections=13; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=1; boxes=1,8,no,no,140,6,yes,no,no,yes,yes,yes,yes,13,4,1,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00027-7,https://pubmed.ncbi.nlm.nih.gov/37064657/,https://europepmc.org/articles/PMC9903289,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R055,doi:10.1038/s44222-023-00063-3,10.1038/s44222-023-00063-3,37359774,PMC10173243,Human disease models in drug development.,2023-05-11,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,disease_immunology_and_microbiology,eng,aheadofprint,224,8.1054,,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=problem_or_gap+scope_signpost; top_level_sections=12; introduction_heading=yes; conclusion_outlook_heading=yes; figures=3; tables=1; boxes=2,6,no,no,120,5,yes,no,yes,yes,no,yes,no,12,3,1,2,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00063-3,https://pubmed.ncbi.nlm.nih.gov/37359774/,https://europepmc.org/articles/PMC10173243,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R056,doi:10.1038/s44222-023-00039-3,10.1038/s44222-023-00039-3,37168734,PMC10010248,Middle-out methods for spatiotemporal tissue engineering of organoids.,2023-03-13,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,bioengineering_regeneration_synthetic_biology,eng,ppublish,52,13.6234,tissue engineering,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=4; introduction_heading=yes; conclusion_outlook_heading=yes; figures=6; tables=0; boxes=1,8,no,no,192,7,yes,yes,no,yes,no,no,no,4,6,0,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00039-3,https://pubmed.ncbi.nlm.nih.gov/37168734/,https://europepmc.org/articles/PMC10010248,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R057,doi:10.1038/s44222-023-00024-w,10.1038/s44222-023-00024-w,36937095,PMC9926459,Paper-based sensors for bacteria detection.,2023-02-14,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,95,11.8214,polymer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,5,no,no,92,5,yes,no,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00024-w,https://pubmed.ncbi.nlm.nih.gov/36937095/,https://europepmc.org/articles/PMC9926459,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R058,doi:10.1038/s44222-023-00044-6,10.1038/s44222-023-00044-6,37317690,PMC10030082,Plant-based biopharmaceutical engineering.,2023-03-21,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,ppublish,91,18.8073,high-throughput; nanoparticle; therapeutic,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+synthesis_or_comparison; top_level_sections=13; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=2; boxes=1,3,no,no,156,7,yes,yes,no,yes,yes,yes,no,13,4,2,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00044-6,https://pubmed.ncbi.nlm.nih.gov/37317690/,https://europepmc.org/articles/PMC10030082,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R059,doi:10.1038/s44222-023-00025-9,10.1038/s44222-023-00025-9,37064655,PMC9901418,Smart micro- and nanorobots for water purification.,2023-02-06,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,chemistry_materials_and_sustainability,eng,ppublish,90,9.8036,materials,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+outlook_or_implication; top_level_sections=10; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=2; boxes=1,7,no,no,159,7,yes,no,no,yes,no,no,yes,10,4,2,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00025-9,https://pubmed.ncbi.nlm.nih.gov/37064655/,https://europepmc.org/articles/PMC9901418,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R060,doi:10.1038/s44222-023-00055-3,10.1038/s44222-023-00055-3,37359773,PMC10127181,Synthetic extracellular matrices with function-encoding peptides.,2023-04-25,2023,Nature Reviews Bioengineering,Nat Rev Bioeng,Nature_Reviews,specialist review title central to bioengineering,review_narrative_or_unspecified,biomaterials_nanomedicine_delivery,eng,aheadofprint,115,22.8845,biomaterial; hydrogel; materials,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost; top_level_sections=16; introduction_heading=yes; conclusion_outlook_heading=yes; figures=3; tables=4; boxes=1,6,no,no,145,6,yes,no,no,yes,no,no,no,16,3,4,1,yes,yes,no_or_embedded,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s44222-023-00055-3,https://pubmed.ncbi.nlm.nih.gov/37359773/,https://europepmc.org/articles/PMC10127181,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R061,doi:10.1038/s41568-020-00327-9,10.1038/s41568-020-00327-9,33514930,,Designing deep learning studies in cancer diagnostics.,2021-01-29,2021,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,perspective_review_type,AI_computation_and_data,eng,ppublish,214,16.2902,deep learning; neural network; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost+outlook_or_implication; body_structure=not_assessed,7,no,no,167,7,yes,yes,no,yes,no,no,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-020-00327-9,https://pubmed.ncbi.nlm.nih.gov/33514930/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R062,doi:10.1038/s41568-022-00502-0,10.1038/s41568-022-00502-0,36064595,PMC9443637,Big data in basic and translational cancer research.,2022-09-05,2022,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,177,26.0273,artificial intelligence; computational; high-throughput; omics; cancer,open_access_europepmc_full_text,full_text_xml,yes,success,license_not_machine_resolved,no_explicit_review_search_detected,full_text_audited_no_matching_review-search_section,moderate,not_reported,,not_reported,,no,not_reported,,no,no,no,no,no,no,abstract_moves=scope_signpost+outlook_or_implication; top_level_sections=7; introduction_heading=yes; conclusion_outlook_heading=yes; figures=4; tables=4; boxes=0,8,no,no,131,6,yes,yes,no,yes,no,no,yes,7,4,4,0,yes,yes,yes,thematic_synthesis_with_explicit_conclusion_or_outlook,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-022-00502-0,https://pubmed.ncbi.nlm.nih.gov/36064595/,https://europepmc.org/articles/PMC9443637,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R063,doi:10.1038/s41568-021-00408-3,10.1038/s41568-021-00408-3,34663944,PMC8810682,Harnessing multimodal data integration to advance precision oncology.,2021-10-18,2022,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,perspective_review_type,AI_computation_and_data,eng,ppublish,381,36.2818,artificial intelligence; machine learning; computational; data-driven; omics; imaging; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=outlook_or_implication; body_structure=not_assessed,8,no,no,155,7,yes,yes,no,no,no,yes,yes,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-021-00408-3,https://pubmed.ncbi.nlm.nih.gov/34663944/,https://europepmc.org/articles/PMC8810682,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R064,doi:10.1038/s41568-023-00576-4,10.1038/s41568-023-00576-4,37258875,,Advances in PET imaging of cancer.,2023-05-31,2023,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,212,15.2871,machine learning; therapeutic; imaging; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=not_machine_detected; body_structure=not_assessed,6,no,no,226,7,no,yes,no,no,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-023-00576-4,https://pubmed.ncbi.nlm.nih.gov/37258875/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R065,doi:10.1038/s41568-024-00694-7,10.1038/s41568-024-00694-7,38755439,,A guide to artificial intelligence for cancer researchers.,2024-05-16,2024,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,129,19.1225,artificial intelligence; computational; drug discovery; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,8,no,no,145,8,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-024-00694-7,https://pubmed.ncbi.nlm.nih.gov/38755439/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R066,doi:10.1038/s41568-024-00754-y,10.1038/s41568-024-00754-y,39433978,,Emerging strategies to investigate the biology of early cancer.,2024-10-21,2024,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,38,20.7212,artificial intelligence; computational; single-cell; omics; imaging; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,9,no,no,164,7,yes,yes,no,yes,no,yes,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-024-00754-y,https://pubmed.ncbi.nlm.nih.gov/39433978/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R067,doi:10.1038/s41568-025-00824-9,10.1038/s41568-025-00824-9,40461793,PMC12307123,Acquired resistance in cancer: towards targeted therapeutic strategies.,2025-06-03,2025,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,95,30.8214,artificial intelligence; machine learning; high-throughput; therapeutic; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=problem_or_gap+scope_signpost; body_structure=not_assessed,8,yes,no,201,8,yes,no,yes,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-025-00824-9,https://pubmed.ncbi.nlm.nih.gov/40461793/,https://europepmc.org/articles/PMC12307123,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R068,doi:10.1038/s41568-025-00795-x,10.1038/s41568-025-00795-x,40038442,PMC13003562,Genomic and fragmentomic landscapes of cell-free DNA for early cancer detection.,2025-03-04,2025,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,52,24.6234,artificial intelligence; machine learning; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,11,no,no,204,8,yes,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-025-00795-x,https://pubmed.ncbi.nlm.nih.gov/40038442/,https://europepmc.org/articles/PMC13003562,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R069,doi:10.1038/s41568-025-00796-w,10.1038/s41568-025-00796-w,39972158,PMC12892427,Using mathematical modelling and AI to improve delivery and efficacy of therapies in cancer.,2025-02-19,2025,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,38,35.5212,artificial intelligence; machine learning; data-driven; drug discovery; imaging; cancer,subscription_or_oa_unknown,abstract,yes,failed,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,14,no,no,209,8,yes,no,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-025-00796-w,https://pubmed.ncbi.nlm.nih.gov/39972158/,https://europepmc.org/articles/PMC12892427,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
R070,doi:10.1038/s41568-026-00950-y,10.1038/s41568-026-00950-y,42373751,,Imaging the hallmarks of cancer.,2026-06-29,2026,Nature Reviews Cancer,Nat Rev Cancer,Nature_Reviews,specialist review title for disease biology and translation,review_narrative_or_unspecified,AI_computation_and_data,eng,ppublish,0,22.5,artificial intelligence; deep learning; therapeutic; omics; imaging; cancer,subscription_or_oa_unknown,abstract,yes,not_attempted_no_pmcid,not_applicable_no_full_text,not_assessed_without_full_text,abstract_or_title_only,low,not_assessed,,not_assessed,,not_assessed,not_assessed,,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,abstract_moves=scope_signpost; body_structure=not_assessed,5,no,no,209,8,no,yes,no,yes,no,no,no,,,,,not_assessed,not_assessed,not_assessed,not_assessed_without_full_text,Europe PMC/PubMed; Crossref,verified,journal-article,1.0,yes,https://doi.org/10.1038/s41568-026-00950-y,https://pubmed.ncbi.nlm.nih.gov/42373751/,,2026-08-30,"Metadata/title for all; abstract or full text only as stated. Machine-assisted coding, manually audited positives; no copyrighted body text retained."
