corpus_id,venue,year,track,paper_id,doi,title,authors,topic,canonical_url,pdf_url,official_source,language,sampling_frame_size,sampling_rank,sample_order_within_venue,title_word_count,abstract_word_count,abstract_actions,pdf_retrieval_status,full_text_extraction_status,analysis_text_level,pdf_pages,pdf_bytes,pdf_sha256,full_text_word_count,full_text_char_count,structural_analysis_char_window,intro_contribution_list,related_work_position,method_narrative,experiments_section,baseline_language,ablation_reported,uncertainty_reporting,limitations_section,ethics_or_impact_section,checklist_present,figure_caption_count,table_caption_count,conclusion_section,conclusion_moves,issue,pages,publication_date_raw,detail_status,pdf_error,accessed_date,notes
CONF-056,CVPR,2025,Main Conference,CVPR2025-Li_OccMamba_Semantic_Occupancy_Prediction_with_State_Space_Models_CVPR_2025_paper,,OccMamba: Semantic Occupancy Prediction with State Space Models,"Li, Heng; Hou, Yuenan; Xing, Xiaohan; Ma, Yuexin; Sun, Xiao; Zhang, Yanyong",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Li_OccMamba_Semantic_Occupancy_Prediction_with_State_Space_Models_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_OccMamba_Semantic_Occupancy_Prediction_with_State_Space_Models_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1113,16,8,218,context_or_problem;gap_or_contrast;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,2156009,8512a9398c096d28e8ec804c421450ad51bb9d5b99d192bf422db17e8f2d568f,6433,75702,75702,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,4,7,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-057,CVPR,2025,Main Conference,CVPR2025-Liao_Can_Large_Vision-Language_Models_Correct_Semantic_Grounding_Errors_By_Themselves_CVPR_2025_paper,,Can Large Vision-Language Models Correct Semantic Grounding Errors By Themselves?,"Liao, Yuan-Hong; Mahmood, Rafid; Fidler, Sanja; Acuna, David",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Liao_Can_Large_Vision-Language_Models_Correct_Semantic_Grounding_Errors_By_Themselves_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Liao_Can_Large_Vision-Language_Models_Correct_Semantic_Grounding_Errors_By_Themselves_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1185,17,10,149,context_or_problem;gap_or_contrast;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,12,1187604,12cd4b5ee37bac4b334feaeb0f7649880f5db6303a6ffcf296623b47580edbd4,7680,77793,77793,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,False,False,False,False,3,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-058,CVPR,2025,Main Conference,CVPR2025-Liu_Enhanced_Contrastive_Learning_with_Multi-view_Longitudinal_Data_for_Chest_X-ray_CVPR_2025_paper,,Enhanced Contrastive Learning with Multi-view Longitudinal Data for Chest X-ray Report Generation,"Liu, Kang; Ma, Zhuoqi; Kang, Xiaolu; Li, Yunan; Xie, Kun; Jiao, Zhicheng; Miao, Qiguang",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Liu_Enhanced_Contrastive_Learning_with_Multi-view_Longitudinal_Data_for_Chest_X-ray_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_Enhanced_Contrastive_Learning_with_Multi-view_Longitudinal_Data_for_Chest_X-ray_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1257,18,12,184,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,12,1043685,846e4b407d27ccb391fe775aab413c629bb87afe707c290e6357f4c6ef619a6f,7558,114999,114999,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,4,4,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-059,CVPR,2025,Main Conference,CVPR2025-Liu_See_Further_When_Clear_Curriculum_Consistency_Model_CVPR_2025_paper,,See Further When Clear: Curriculum Consistency Model,"Liu, Yunpeng; Liu, Boxiao; Zhang, Yi; Hou, Xingzhong; Song, Guanglu; Liu, Yu; You, Haihang",generative_models,https://openaccess.thecvf.com/content/CVPR2025/html/Liu_See_Further_When_Clear_Curriculum_Consistency_Model_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_See_Further_When_Clear_Curriculum_Consistency_Model_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1328,19,7,206,gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,7027802,57425c3773753da3e4c0cbbf263132b8ac2ac5e108188631858e2153c2aea51e,6238,68961,68961,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,5,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-060,CVPR,2025,Main Conference,CVPR2025-Ma_CoA_Towards_Real_Image_Dehazing_via_Compression-and-Adaptation_CVPR_2025_paper,,CoA: Towards Real Image Dehazing via Compression-and-Adaptation,"Ma, Long; Feng, Yuxin; Zhang, Yan; Liu, Jinyuan; Wang, Weimin; Chen, Guang-Yong; Xu, Chengpei; Su, Zhuo",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Ma_CoA_Towards_Real_Image_Dehazing_via_Compression-and-Adaptation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Ma_CoA_Towards_Real_Image_Dehazing_via_Compression-and-Adaptation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1400,20,7,167,gap_or_contrast;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,10,4351933,5bccffbfb74894f0c990fd0f211036111e3dc792c31398e62ee9338b525f01e7,5361,62157,62157,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,False,False,False,False,False,7,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-061,CVPR,2025,Main Conference,CVPR2025-Meng_EchoMimicV2_Towards_Striking_Simplified_and_Semi-Body_Human_Animation_CVPR_2025_paper,,"EchoMimicV2: Towards Striking, Simplified, and Semi-Body Human Animation","Meng, Rang; Zhang, Xingyu; Li, Yuming; Ma, Chenguang",data_benchmarks_evaluation,https://openaccess.thecvf.com/content/CVPR2025/html/Meng_EchoMimicV2_Towards_Striking_Simplified_and_Semi-Body_Human_Animation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Meng_EchoMimicV2_Towards_Striking_Simplified_and_Semi-Body_Human_Animation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1472,21,7,179,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,5487065,905433c1136e422a7606f0261257e8ad3d1e70dfee255f6302ff8b48e8844baa,6056,61583,61583,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,5,1,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-062,CVPR,2025,Main Conference,CVPR2025-Oh_Illumination_Spectrum_Estimation_for_Multispectral_Images_via_Surface_Reflectance_Modeling_CVPR_2025_paper,,Illumination Spectrum Estimation for Multispectral Images via Surface Reflectance Modeling and Spatial-Spectral Feature Generation,"Oh, Hyejin; Kim, Woo-Shik; Lee, Sangyoon; Park, YungKyung; Kang, Je-Won",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Oh_Illumination_Spectrum_Estimation_for_Multispectral_Images_via_Surface_Reflectance_Modeling_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Oh_Illumination_Spectrum_Estimation_for_Multispectral_Images_via_Surface_Reflectance_Modeling_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1544,22,14,164,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,11,3068424,2e449e6e8ffa05262228176e6607159a9786bf3f99ca8aed66d7e2ff678b9950,6827,86291,86291,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,3,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-063,CVPR,2025,Main Conference,CVPR2025-Poesina_PQPP_A_Joint_Benchmark_for_Text-to-Image_Prompt_and_Query_Performance_CVPR_2025_paper,,PQPP: A Joint Benchmark for Text-to-Image Prompt and Query Performance Prediction,"Poesina, Eduard; Costache, Adriana Valentina; Chifu, Adrian-Gabriel; Mothe, Josiane; Ionescu, Radu Tudor",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Poesina_PQPP_A_Joint_Benchmark_for_Text-to-Image_Prompt_and_Query_Performance_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Poesina_PQPP_A_Joint_Benchmark_for_Text-to-Image_Prompt_and_Query_Performance_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1615,23,11,178,method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,7388794,8aacece1e335bbb5d751a17ab3f3649b367b67f28945332532bb103544fb1499,7688,80406,80406,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,3,4,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-064,CVPR,2025,Main Conference,CVPR2025-Ren_MotionPRO_Exploring_the_Role_of_Pressure_in_Human_MoCap_and_CVPR_2025_paper,,MotionPRO: Exploring the Role of Pressure in Human MoCap and Beyond,"Ren, Shenghao; Lu, Yi; Huang, Jiayi; Zhao, Jiayi; Zhang, He; Yu, Tao; Shen, Qiu; Cao, Xun",robotics_embodied_autonomy,https://openaccess.thecvf.com/content/CVPR2025/html/Ren_MotionPRO_Exploring_the_Role_of_Pressure_in_Human_MoCap_and_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Ren_MotionPRO_Exploring_the_Role_of_Pressure_in_Human_MoCap_and_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1687,24,11,265,method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,8047078,b0193dc474e9f7b7eb55e580f5a589cba81259c1398c0e36e8e3a93393d69882,6676,68627,68627,explicit_list,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,8,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-065,CVPR,2025,Main Conference,CVPR2025-Shen_DELT_A_Simple_Diversity-driven_EarlyLate_Training_for_Dataset_Distillation_CVPR_2025_paper,,DELT: A Simple Diversity-driven EarlyLate Training for Dataset Distillation,"Shen, Zhiqiang; Sherif, Ammar; Yin, Zeyuan; Shao, Shitong",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Shen_DELT_A_Simple_Diversity-driven_EarlyLate_Training_for_Dataset_Distillation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Shen_DELT_A_Simple_Diversity-driven_EarlyLate_Training_for_Dataset_Distillation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1759,25,9,239,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,5283042,6650f5666134b74045fd4d737ea36b5ad74d99cf789efb09367633387a40619c,5727,68992,68992,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,6,7,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-066,CVPR,2025,Main Conference,CVPR2025-Stracke_CleanDIFT_Diffusion_Features_without_Noise_CVPR_2025_paper,,CleanDIFT: Diffusion Features without Noise,"Stracke, Nick; Baumann, Stefan Andreas; Bauer, Kolja; Fundel, Frank; Ommer, Björn",generative_models,https://openaccess.thecvf.com/content/CVPR2025/html/Stracke_CleanDIFT_Diffusion_Features_without_Noise_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Stracke_CleanDIFT_Diffusion_Features_without_Noise_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1831,26,5,146,result_or_evidence,downloaded_official_pdf,success,full_text_extracted,11,7603199,805b74a496b6e7a4bc0fc44ae8f67ef920007ee7a2809e2058148df3202cd565,7360,74731,74731,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,6,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-067,CVPR,2025,Main Conference,CVPR2025-Tang_Prototype-Based_Image_Prompting_for_Weakly_Supervised_Histopathological_Image_Segmentation_CVPR_2025_paper,,Prototype-Based Image Prompting for Weakly Supervised Histopathological Image Segmentation,"Tang, Qingchen; Fan, Lei; Pagnucco, Maurice; Song, Yang",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Tang_Prototype-Based_Image_Prompting_for_Weakly_Supervised_Histopathological_Image_Segmentation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Tang_Prototype-Based_Image_Prompting_for_Weakly_Supervised_Histopathological_Image_Segmentation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1903,27,9,142,context_or_problem;method_or_resource;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,5925538,98210f04f7fc72ab65ffe82fe120823bb7f1a6c62501ecaf8147c4ee612de6d7,6492,79952,79952,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,3,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-068,CVPR,2025,Main Conference,CVPR2025-Wan_CASP_Consistency-aware_Audio-induced_Saliency_Prediction_Model_for_Omnidirectional_Video_CVPR_2025_paper,,CASP: Consistency-aware Audio-induced Saliency Prediction Model for Omnidirectional Video,"Wan, Zhaolin; Qin, Han; Li, Zhiyang; Fan, Xiaopeng; Zuo, Wangmeng; Zhao, Debin",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Wan_CASP_Consistency-aware_Audio-induced_Saliency_Prediction_Model_for_Omnidirectional_Video_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Wan_CASP_Consistency-aware_Audio-induced_Saliency_Prediction_Model_for_Omnidirectional_Video_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,1974,28,9,191,method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,7424222,1ad8281fcc32142f074be65bdef2a60762da2dc6d645b0f2d8a3205e87dd86d4,5849,58603,58603,explicit_list,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,2,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-069,CVPR,2025,Main Conference,CVPR2025-Wang_GlyphMastero_A_Glyph_Encoder_for_High-Fidelity_Scene_Text_Editing_CVPR_2025_paper,,GlyphMastero: A Glyph Encoder for High-Fidelity Scene Text Editing,"Wang, Tong; Liu, Ting; Qu, Xiaochao; Wu, Chengjing; Liu, Luoqi; Hu, Xiaolin",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_GlyphMastero_A_Glyph_Encoder_for_High-Fidelity_Scene_Text_Editing_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_GlyphMastero_A_Glyph_Encoder_for_High-Fidelity_Scene_Text_Editing_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2046,29,9,219,gap_or_contrast;method_or_resource,downloaded_official_pdf,success,full_text_extracted,10,2975322,fc5660a6af243a78264d16899bc20e26382579fcd309d9be8a64af1b94b31846,5418,54730,54730,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,2,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-070,CVPR,2025,Main Conference,CVPR2025-Wang_Self-Expansion_of_Pre-trained_Models_with_Mixture_of_Adapters_for_Continual_CVPR_2025_paper,,Self-Expansion of Pre-trained Models with Mixture of Adapters for Continual Learning,"Wang, Huiyi; Lu, Haodong; Yao, Lina; Gong, Dong",language_models_nlp,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_Self-Expansion_of_Pre-trained_Models_with_Mixture_of_Adapters_for_Continual_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_Self-Expansion_of_Pre-trained_Models_with_Mixture_of_Adapters_for_Continual_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2118,30,11,229,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence,downloaded_official_pdf,success,full_text_extracted,12,2816879,86bffd463f46f9d99dc44ea84bf4b5df7fb9d404afb10504daa8b1dab0719dba,8390,122646,122646,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,7,3,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-071,CVPR,2025,Main Conference,CVPR2025-Wu_AVF-MAE_Scaling_Affective_Video_Facial_Masked_Autoencoders_via_Efficient_Audio-Visual_CVPR_2025_paper,,AVF-MAE++: Scaling Affective Video Facial Masked Autoencoders via Efficient Audio-Visual Self-Supervised Learning,"Wu, Xuecheng; Sun, Heli; Wang, Yifan; Nie, Jiayu; Zhang, Jie; Wang, Yabing; Xue, Junxiao; He, Liang",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Wu_AVF-MAE_Scaling_Affective_Video_Facial_Masked_Autoencoders_via_Efficient_Audio-Visual_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Wu_AVF-MAE_Scaling_Affective_Video_Facial_Masked_Autoencoders_via_Efficient_Audio-Visual_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2190,31,12,212,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,12,2245131,495bf131b4e74fb63cbd3fbe1f361f6a3f94e8adde9556896eafe02863b1a177,8641,120276,120276,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,2,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-072,CVPR,2025,Main Conference,CVPR2025-Xiang_DKDM_Data-Free_Knowledge_Distillation_for_Diffusion_Models_with_Any_Architecture_CVPR_2025_paper,,DKDM: Data-Free Knowledge Distillation for Diffusion Models with Any Architecture,"Xiang, Qianlong; Zhang, Miao; Shang, Yuzhang; Wu, Jianlong; Yan, Yan; Nie, Liqiang",generative_models,https://openaccess.thecvf.com/content/CVPR2025/html/Xiang_DKDM_Data-Free_Knowledge_Distillation_for_Diffusion_Models_with_Any_Architecture_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Xiang_DKDM_Data-Free_Knowledge_Distillation_for_Diffusion_Models_with_Any_Architecture_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2261,32,10,227,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,2793685,969aa3de09e461bfb1ecebc3f45c913e9a20d13ab11dcef6c8f59cca32027867,7128,82197,82197,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,2,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-073,CVPR,2025,Main Conference,CVPR2025-Xu_DropoutGS_Dropping_Out_Gaussians_for_Better_Sparse-view_Rendering_CVPR_2025_paper,,DropoutGS: Dropping Out Gaussians for Better Sparse-view Rendering,"Xu, Yexing; Wang, Longguang; Chen, Minglin; Ao, Sheng; Li, Li; Guo, Yulan",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Xu_DropoutGS_Dropping_Out_Gaussians_for_Better_Sparse-view_Rendering_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Xu_DropoutGS_Dropping_Out_Gaussians_for_Better_Sparse-view_Rendering_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2333,33,8,148,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,10,4845026,03c7b1fa8482e9ebb1ad5be6309c20eb2ea0d464e4d5d1d6c0ec7f3df0e3919e,5864,85259,85259,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,8,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-074,CVPR,2025,Main Conference,CVPR2025-Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper,,Efficient ANN-Guided Distillation: Aligning Rate-based Features of Spiking Neural Networks through Hybrid Block-wise Replacement,"Yang, Shu; Yu, Chengting; Liu, Lei; Ma, Hanzhi; Wang, Aili; Li, Erping",graphs_structured_data,https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2405,34,14,128,context_or_problem;method_or_resource,downloaded_official_pdf,success,full_text_extracted,11,1322006,d6ebe51720c1f8c34e864937f26712dbb62c4d577514ffd775a4323c7897a27e,6542,81721,81721,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,4,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-075,CVPR,2025,Main Conference,CVPR2025-Yeung_Reanimating_Images_using_Neural_Representations_of_Dynamic_Stimuli_CVPR_2025_paper,,Reanimating Images using Neural Representations of Dynamic Stimuli,"Yeung, Jacob; Luo, Andrew F.; Sarch, Gabriel; Henderson, Margaret M.; Ramanan, Deva; Tarr, Michael J.",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Yeung_Reanimating_Images_using_Neural_Representations_of_Dynamic_Stimuli_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Yeung_Reanimating_Images_using_Neural_Representations_of_Dynamic_Stimuli_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2477,35,8,227,result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,13,5424174,82a28cb11cfd264684c8ed7ef98f6f4824b648412db6810a038f4086f19742b3,8145,81821,81821,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,False,True,False,False,False,4,0,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-076,CVPR,2025,Main Conference,CVPR2025-Yun_SoMA_Singular_Value_Decomposed_Minor_Components_Adaptation_for_Domain_Generalizable_CVPR_2025_paper,,SoMA: Singular Value Decomposed Minor Components Adaptation for Domain Generalizable Representation Learning,"Yun, Seokju; Chae, Seunghye; Lee, Dongheon; Ro, Youngmin",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Yun_SoMA_Singular_Value_Decomposed_Minor_Components_Adaptation_for_Domain_Generalizable_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Yun_SoMA_Singular_Value_Decomposed_Minor_Components_Adaptation_for_Domain_Generalizable_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2549,36,12,204,context_or_problem;method_or_resource,downloaded_official_pdf,success,full_text_extracted,11,8169391,6a7d96c4b077abda0588a8affe8e174f860a382c7ce9233d95bea0b39e243e12,7438,90334,90334,explicit_prose,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,False,False,False,False,3,8,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-077,CVPR,2025,Main Conference,CVPR2025-Zhang_HaWoR_World-Space_Hand_Motion_Reconstruction_from_Egocentric_Videos_CVPR_2025_paper,,HaWoR: World-Space Hand Motion Reconstruction from Egocentric Videos,"Zhang, Jinglei; Deng, Jiankang; Ma, Chao; Potamias, Rolandos Alexandros",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_HaWoR_World-Space_Hand_Motion_Reconstruction_from_Egocentric_Videos_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_HaWoR_World-Space_Hand_Motion_Reconstruction_from_Egocentric_Videos_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2620,37,8,190,context_or_problem;gap_or_contrast;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,1645476,d90c143bfc4e73d5fa6ca41fe601348a72fd01f9b25e91b2b47b853f46e39553,6577,104368,104368,not_detected,no_dedicated_heading_detected,dedicated_method_or_approach,False,True,True,False,False,False,False,5,2,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
CONF-078,CVPR,2025,Main Conference,CVPR2025-Zhang_Vision-Language_Embodiment_for_Monocular_Depth_Estimation_CVPR_2025_paper,,Vision-Language Embodiment for Monocular Depth Estimation,"Zhang, Jinchang; Lu, Guoyu",computer_vision_multimodal,https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_Vision-Language_Embodiment_for_Monocular_Depth_Estimation_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_Vision-Language_Embodiment_for_Monocular_Depth_Estimation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/CVPR2025?day=all,English,2871,2692,38,6,198,context_or_problem;method_or_resource;result_or_evidence;implication_or_boundary,downloaded_official_pdf,success,full_text_extracted,11,1042404,9cb082d055f6b6d01db336dfb6df4551c016d77145d1bf02f5c0f622feef9d05,7783,87662,87662,not_detected,no_dedicated_heading_detected,no_generic_method_heading_detected,False,True,True,True,False,False,False,3,5,False,not_detected,,,2025,official_page_retrieved,,2026-08-30,No DOI exposed on the official proceedings page at access time.
